input_0,input_1,input_2,input_3,input_4,output_0,output_1,output_2,output_3,output_4,seq_id,rain_category
2077984,2077964,2077944,2077926,2077904,2077884,2077861,2077834,2077816,2077796,128,4.0
2077964,2077944,2077926,2077904,2077884,2077861,2077834,2077816,2077796,2077774,128,4.0
2077944,2077926,2077904,2077884,2077861,2077834,2077816,2077796,2077774,2077754,128,4.0
2077926,2077904,2077884,2077861,2077834,2077816,2077796,2077774,2077754,2077734,128,4.0
2077904,2077884,2077861,2077834,2077816,2077796,2077774,2077754,2077734,2077711,128,4.0
2077884,2077861,2077834,2077816,2077796,2077774,2077754,2077734,2077711,2077694,128,4.0
2077861,2077834,2077816,2077796,2077774,2077754,2077734,2077711,2077694,2077674,128,4.0
2077834,2077816,2077796,2077774,2077754,2077734,2077711,2077694,2077674,2077656,128,4.0
2077816,2077796,2077774,2077754,2077734,2077711,2077694,2077674,2077656,2077634,128,4.0
2077796,2077774,2077754,2077734,2077711,2077694,2077674,2077656,2077634,2077614,128,4.0
2077774,2077754,2077734,2077711,2077694,2077674,2077656,2077634,2077614,2077584,128,4.0
2077754,2077734,2077711,2077694,2077674,2077656,2077634,2077614,2077584,2077564,128,4.0
2077734,2077711,2077694,2077674,2077656,2077634,2077614,2077584,2077564,2077544,128,4.0
2077711,2077694,2077674,2077656,2077634,2077614,2077584,2077564,2077544,2077526,128,4.0
2077694,2077674,2077656,2077634,2077614,2077584,2077564,2077544,2077526,2077506,128,4.0
2077674,2077656,2077634,2077614,2077584,2077564,2077544,2077526,2077506,2077484,128,4.0
2077656,2077634,2077614,2077584,2077564,2077544,2077526,2077506,2077484,2077466,128,4.0
2077634,2077614,2077584,2077564,2077544,2077526,2077506,2077484,2077466,2077446,128,4.0
2077614,2077584,2077564,2077544,2077526,2077506,2077484,2077466,2077446,2077424,128,4.0
2077584,2077564,2077544,2077526,2077506,2077484,2077466,2077446,2077424,2077406,128,4.0
2077564,2077544,2077526,2077506,2077484,2077466,2077446,2077424,2077406,2077386,128,4.0
2077544,2077526,2077506,2077484,2077466,2077446,2077424,2077406,2077386,2077364,128,4.0
2077526,2077506,2077484,2077466,2077446,2077424,2077406,2077386,2077364,2077336,128,4.0
2077506,2077484,2077466,2077446,2077424,2077406,2077386,2077364,2077336,2077314,128,4.0
2077484,2077466,2077446,2077424,2077406,2077386,2077364,2077336,2077314,2077296,128,4.0
2077466,2077446,2077424,2077406,2077386,2077364,2077336,2077314,2077296,2077276,128,4.0
2077446,2077424,2077406,2077386,2077364,2077336,2077314,2077296,2077276,2077254,128,4.0
2077424,2077406,2077386,2077364,2077336,2077314,2077296,2077276,2077254,2077234,128,4.0
2077406,2077386,2077364,2077336,2077314,2077296,2077276,2077254,2077234,2077214,128,4.0
2077386,2077364,2077336,2077314,2077296,2077276,2077254,2077234,2077214,2077194,128,4.0
2077364,2077336,2077314,2077296,2077276,2077254,2077234,2077214,2077194,2077176,128,4.0
2077336,2077314,2077296,2077276,2077254,2077234,2077214,2077194,2077176,2077158,128,4.0
2077314,2077296,2077276,2077254,2077234,2077214,2077194,2077176,2077158,2077136,128,4.0
2077296,2077276,2077254,2077234,2077214,2077194,2077176,2077158,2077136,2077116,128,4.0
2077276,2077254,2077234,2077214,2077194,2077176,2077158,2077136,2077116,2077086,128,4.0
2077254,2077234,2077214,2077194,2077176,2077158,2077136,2077116,2077086,2077066,128,4.0
2077234,2077214,2077194,2077176,2077158,2077136,2077116,2077086,2077066,2077046,128,4.0
2077214,2077194,2077176,2077158,2077136,2077116,2077086,2077066,2077046,2077028,128,4.0
2077194,2077176,2077158,2077136,2077116,2077086,2077066,2077046,2077028,2077003,128,4.0
2077176,2077158,2077136,2077116,2077086,2077066,2077046,2077028,2077003,2076988,128,4.0
2077158,2077136,2077116,2077086,2077066,2077046,2077028,2077003,2076988,2076968,128,4.0
2077136,2077116,2077086,2077066,2077046,2077028,2077003,2076988,2076968,2076948,128,4.0
2077116,2077086,2077066,2077046,2077028,2077003,2076988,2076968,2076948,2076928,128,4.0
2077086,2077066,2077046,2077028,2077003,2076988,2076968,2076948,2076928,2076906,128,4.0
2077066,2077046,2077028,2077003,2076988,2076968,2076948,2076928,2076906,2076886,128,4.0
2077046,2077028,2077003,2076988,2076968,2076948,2076928,2076906,2076886,2076866,128,4.0
2077028,2077003,2076988,2076968,2076948,2076928,2076906,2076886,2076866,2076836,128,4.0
2077003,2076988,2076968,2076948,2076928,2076906,2076886,2076866,2076836,2076816,128,4.0
2076988,2076968,2076948,2076928,2076906,2076886,2076866,2076836,2076816,2076796,128,4.0
2076968,2076948,2076928,2076906,2076886,2076866,2076836,2076816,2076796,2076776,128,4.0
2076948,2076928,2076906,2076886,2076866,2076836,2076816,2076796,2076776,2076753,128,4.0
2076928,2076906,2076886,2076866,2076836,2076816,2076796,2076776,2076753,2076736,128,4.0
2076906,2076886,2076866,2076836,2076816,2076796,2076776,2076753,2076736,2076716,128,4.0
2076886,2076866,2076836,2076816,2076796,2076776,2076753,2076736,2076716,2076693,128,4.0
2076866,2076836,2076816,2076796,2076776,2076753,2076736,2076716,2076693,2076676,128,4.0
2076836,2076816,2076796,2076776,2076753,2076736,2076716,2076693,2076676,2076653,128,4.0
2076816,2076796,2076776,2076753,2076736,2076716,2076693,2076676,2076653,2076633,128,4.0
2076796,2076776,2076753,2076736,2076716,2076693,2076676,2076653,2076633,2076616,128,4.0
2076776,2076753,2076736,2076716,2076693,2076676,2076653,2076633,2076616,2076586,128,4.0
2076753,2076736,2076716,2076693,2076676,2076653,2076633,2076616,2076586,2076563,128,4.0
2076736,2076716,2076693,2076676,2076653,2076633,2076616,2076586,2076563,2076548,128,4.0
2076716,2076693,2076676,2076653,2076633,2076616,2076586,2076563,2076548,2076528,128,4.0
2076693,2076676,2076653,2076633,2076616,2076586,2076563,2076548,2076528,2076506,128,4.0
2076676,2076653,2076633,2076616,2076586,2076563,2076548,2076528,2076506,2076488,128,4.0
2076653,2076633,2076616,2076586,2076563,2076548,2076528,2076506,2076488,2076463,128,4.0
2076633,2076616,2076586,2076563,2076548,2076528,2076506,2076488,2076463,2076446,128,4.0
2076616,2076586,2076563,2076548,2076528,2076506,2076488,2076463,2076446,2076426,128,4.0
2076586,2076563,2076548,2076528,2076506,2076488,2076463,2076446,2076426,2076406,128,4.0
2076563,2076548,2076528,2076506,2076488,2076463,2076446,2076426,2076406,2076386,128,4.0
2076548,2076528,2076506,2076488,2076463,2076446,2076426,2076406,2076386,2076366,128,4.0
2076528,2076506,2076488,2076463,2076446,2076426,2076406,2076386,2076366,2076333,128,4.0
2076506,2076488,2076463,2076446,2076426,2076406,2076386,2076366,2076333,2076316,128,4.0
2076488,2076463,2076446,2076426,2076406,2076386,2076366,2076333,2076316,2076293,128,4.0
2076463,2076446,2076426,2076406,2076386,2076366,2076333,2076316,2076293,2076276,128,4.0
2076446,2076426,2076406,2076386,2076366,2076333,2076316,2076293,2076276,2076253,128,4.0
2076426,2076406,2076386,2076366,2076333,2076316,2076293,2076276,2076253,2076233,128,4.0
2076406,2076386,2076366,2076333,2076316,2076293,2076276,2076253,2076233,2076216,128,4.0
2076386,2076366,2076333,2076316,2076293,2076276,2076253,2076233,2076216,2076193,128,4.0
2076366,2076333,2076316,2076293,2076276,2076253,2076233,2076216,2076193,2076176,128,4.0
2076333,2076316,2076293,2076276,2076253,2076233,2076216,2076193,2076176,2076153,128,4.0
2076316,2076293,2076276,2076253,2076233,2076216,2076193,2076176,2076153,2076136,128,4.0
2076293,2076276,2076253,2076233,2076216,2076193,2076176,2076153,2076136,2076116,128,4.0
2076276,2076253,2076233,2076216,2076193,2076176,2076153,2076136,2076116,2076083,128,4.0
2076253,2076233,2076216,2076193,2076176,2076153,2076136,2076116,2076083,2076063,128,4.0
2076233,2076216,2076193,2076176,2076153,2076136,2076116,2076083,2076063,2076043,128,4.0
2076216,2076193,2076176,2076153,2076136,2076116,2076083,2076063,2076043,2076026,128,4.0
2076193,2076176,2076153,2076136,2076116,2076083,2076063,2076043,2076026,2076006,128,4.0
2076176,2076153,2076136,2076116,2076083,2076063,2076043,2076026,2076006,2075986,128,4.0
2076153,2076136,2076116,2076083,2076063,2076043,2076026,2076006,2075986,2075963,128,4.0
2076136,2076116,2076083,2076063,2076043,2076026,2076006,2075986,2075963,2075947,128,4.0
2076116,2076083,2076063,2076043,2076026,2076006,2075986,2075963,2075947,2075928,128,4.0
2076083,2076063,2076043,2076026,2076006,2075986,2075963,2075947,2075928,2075906,128,4.0
2076063,2076043,2076026,2076006,2075986,2075963,2075947,2075928,2075906,2075891,128,4.0
2076043,2076026,2076006,2075986,2075963,2075947,2075928,2075906,2075891,2075869,128,4.0
2076026,2076006,2075986,2075963,2075947,2075928,2075906,2075891,2075869,2075843,128,4.0
2076006,2075986,2075963,2075947,2075928,2075906,2075891,2075869,2075843,2075821,128,4.0
2075986,2075963,2075947,2075928,2075906,2075891,2075869,2075843,2075821,2075804,128,4.0
2075963,2075947,2075928,2075906,2075891,2075869,2075843,2075821,2075804,2075785,128,4.0
2075947,2075928,2075906,2075891,2075869,2075843,2075821,2075804,2075785,2075767,128,4.0
2075928,2075906,2075891,2075869,2075843,2075821,2075804,2075785,2075767,2075746,128,4.0
2075906,2075891,2075869,2075843,2075821,2075804,2075785,2075767,2075746,2075730,128,4.0
2075891,2075869,2075843,2075821,2075804,2075785,2075767,2075746,2075730,2075712,128,4.0
2075869,2075843,2075821,2075804,2075785,2075767,2075746,2075730,2075712,2075694,128,4.0
2075843,2075821,2075804,2075785,2075767,2075746,2075730,2075712,2075694,2075676,128,4.0
2075821,2075804,2075785,2075767,2075746,2075730,2075712,2075694,2075676,2075658,128,4.0
2075804,2075785,2075767,2075746,2075730,2075712,2075694,2075676,2075658,2075641,128,4.0
2075785,2075767,2075746,2075730,2075712,2075694,2075676,2075658,2075641,2075610,128,4.0
2075767,2075746,2075730,2075712,2075694,2075676,2075658,2075641,2075610,2075592,128,4.0
2075746,2075730,2075712,2075694,2075676,2075658,2075641,2075610,2075592,2075574,128,4.0
2075730,2075712,2075694,2075676,2075658,2075641,2075610,2075592,2075574,2075556,128,4.0
2075712,2075694,2075676,2075658,2075641,2075610,2075592,2075574,2075556,2075538,128,4.0
2075694,2075676,2075658,2075641,2075610,2075592,2075574,2075556,2075538,2075522,128,4.0
2075676,2075658,2075641,2075610,2075592,2075574,2075556,2075538,2075522,2075502,128,4.0
2075658,2075641,2075610,2075592,2075574,2075556,2075538,2075522,2075502,2075481,128,4.0
2075641,2075610,2075592,2075574,2075556,2075538,2075522,2075502,2075481,2075463,128,4.0
2075610,2075592,2075574,2075556,2075538,2075522,2075502,2075481,2075463,2075448,128,4.0
2075592,2075574,2075556,2075538,2075522,2075502,2075481,2075463,2075448,2075432,128,4.0
2075574,2075556,2075538,2075522,2075502,2075481,2075463,2075448,2075432,2075412,128,4.0
2075556,2075538,2075522,2075502,2075481,2075463,2075448,2075432,2075412,2075395,128,4.0
2075538,2075522,2075502,2075481,2075463,2075448,2075432,2075412,2075395,2075379,128,4.0
2075522,2075502,2075481,2075463,2075448,2075432,2075412,2075395,2075379,2075359,128,4.0
2075502,2075481,2075463,2075448,2075432,2075412,2075395,2075379,2075359,2075339,128,4.0
2075481,2075463,2075448,2075432,2075412,2075395,2075379,2075359,2075339,2075316,128,4.0
2075463,2075448,2075432,2075412,2075395,2075379,2075359,2075339,2075316,2075301,128,4.0
2075448,2075432,2075412,2075395,2075379,2075359,2075339,2075316,2075301,2075280,128,4.0
2075432,2075412,2075395,2075379,2075359,2075339,2075316,2075301,2075280,2075260,128,4.0
2075412,2075395,2075379,2075359,2075339,2075316,2075301,2075280,2075260,2075240,128,4.0
2075395,2075379,2075359,2075339,2075316,2075301,2075280,2075260,2075240,2075222,128,4.0
2075379,2075359,2075339,2075316,2075301,2075280,2075260,2075240,2075222,2075198,128,4.0
2075359,2075339,2075316,2075301,2075280,2075260,2075240,2075222,2075198,2075178,128,4.0
2075339,2075316,2075301,2075280,2075260,2075240,2075222,2075198,2075178,2075151,128,4.0
2075316,2075301,2075280,2075260,2075240,2075222,2075198,2075178,2075151,2075128,128,4.0
2075301,2075280,2075260,2075240,2075222,2075198,2075178,2075151,2075128,2075111,128,4.0
2075280,2075260,2075240,2075222,2075198,2075178,2075151,2075128,2075111,2075091,128,4.0
2075260,2075240,2075222,2075198,2075178,2075151,2075128,2075111,2075091,2075068,128,4.0
2075240,2075222,2075198,2075178,2075151,2075128,2075111,2075091,2075068,2075051,128,4.0
2075222,2075198,2075178,2075151,2075128,2075111,2075091,2075068,2075051,2075028,128,4.0
2075198,2075178,2075151,2075128,2075111,2075091,2075068,2075051,2075028,2075011,128,4.0
2075178,2075151,2075128,2075111,2075091,2075068,2075051,2075028,2075011,2074991,128,4.0
2075151,2075128,2075111,2075091,2075068,2075051,2075028,2075011,2074991,2074971,128,4.0
2075128,2075111,2075091,2075068,2075051,2075028,2075011,2074991,2074971,2074948,128,4.0
2075111,2075091,2075068,2075051,2075028,2075011,2074991,2074971,2074948,2074931,128,4.0
2075091,2075068,2075051,2075028,2075011,2074991,2074971,2074948,2074931,2074898,128,4.0
2075068,2075051,2075028,2075011,2074991,2074971,2074948,2074931,2074898,2074878,128,4.0
2075051,2075028,2075011,2074991,2074971,2074948,2074931,2074898,2074878,2074858,128,4.0
2075028,2075011,2074991,2074971,2074948,2074931,2074898,2074878,2074858,2074841,128,4.0
2075011,2074991,2074971,2074948,2074931,2074898,2074878,2074858,2074841,2074821,128,4.0
2074991,2074971,2074948,2074931,2074898,2074878,2074858,2074841,2074821,2074801,128,4.0
2074971,2074948,2074931,2074898,2074878,2074858,2074841,2074821,2074801,2074781,128,4.0
2074948,2074931,2074898,2074878,2074858,2074841,2074821,2074801,2074781,2074758,128,4.0
2074931,2074898,2074878,2074858,2074841,2074821,2074801,2074781,2074758,2074738,128,4.0
2074898,2074878,2074858,2074841,2074821,2074801,2074781,2074758,2074738,2074721,128,4.0
2074878,2074858,2074841,2074821,2074801,2074781,2074758,2074738,2074721,2074701,128,4.0
2074858,2074841,2074821,2074801,2074781,2074758,2074738,2074721,2074701,2074681,128,4.0
2074841,2074821,2074801,2074781,2074758,2074738,2074721,2074701,2074681,2074651,128,4.0
2074821,2074801,2074781,2074758,2074738,2074721,2074701,2074681,2074651,2074631,128,4.0
2074801,2074781,2074758,2074738,2074721,2074701,2074681,2074651,2074631,2074611,128,4.0
2074781,2074758,2074738,2074721,2074701,2074681,2074651,2074631,2074611,2074588,128,4.0
2074758,2074738,2074721,2074701,2074681,2074651,2074631,2074611,2074588,2074571,128,4.0
2074738,2074721,2074701,2074681,2074651,2074631,2074611,2074588,2074571,2074551,128,4.0
2074721,2074701,2074681,2074651,2074631,2074611,2074588,2074571,2074551,2074528,128,4.0
2074701,2074681,2074651,2074631,2074611,2074588,2074571,2074551,2074528,2074511,128,4.0
2074681,2074651,2074631,2074611,2074588,2074571,2074551,2074528,2074511,2074491,128,4.0
2074651,2074631,2074611,2074588,2074571,2074551,2074528,2074511,2074491,2074468,128,4.0
2074631,2074611,2074588,2074571,2074551,2074528,2074511,2074491,2074468,2074451,128,4.0
2074611,2074588,2074571,2074551,2074528,2074511,2074491,2074468,2074451,2074428,128,4.0
2074588,2074571,2074551,2074528,2074511,2074491,2074468,2074451,2074428,2074403,128,4.0
2074571,2074551,2074528,2074511,2074491,2074468,2074451,2074428,2074403,2074378,128,4.0
2074551,2074528,2074511,2074491,2074468,2074451,2074428,2074403,2074378,2074361,128,4.0
2074528,2074511,2074491,2074468,2074451,2074428,2074403,2074378,2074361,2074341,128,4.0
2074511,2074491,2074468,2074451,2074428,2074403,2074378,2074361,2074341,2074318,128,4.0
2074491,2074468,2074451,2074428,2074403,2074378,2074361,2074341,2074318,2074301,128,4.0
2074468,2074451,2074428,2074403,2074378,2074361,2074341,2074318,2074301,2074281,128,4.0
2074451,2074428,2074403,2074378,2074361,2074341,2074318,2074301,2074281,2074261,128,4.0
2074428,2074403,2074378,2074361,2074341,2074318,2074301,2074281,2074261,2074241,128,4.0
2074403,2074378,2074361,2074341,2074318,2074301,2074281,2074261,2074241,2074221,128,4.0
2074378,2074361,2074341,2074318,2074301,2074281,2074261,2074241,2074221,2074201,128,4.0
2074361,2074341,2074318,2074301,2074281,2074261,2074241,2074221,2074201,2074181,128,4.0
2074341,2074318,2074301,2074281,2074261,2074241,2074221,2074201,2074181,2074152,128,4.0
2074318,2074301,2074281,2074261,2074241,2074221,2074201,2074181,2074152,2074132,128,4.0
2074301,2074281,2074261,2074241,2074221,2074201,2074181,2074152,2074132,2074113,128,4.0
2074281,2074261,2074241,2074221,2074201,2074181,2074152,2074132,2074113,2074094,128,4.0
2074261,2074241,2074221,2074201,2074181,2074152,2074132,2074113,2074094,2074075,128,4.0
2074241,2074221,2074201,2074181,2074152,2074132,2074113,2074094,2074075,2074055,128,4.0
2074221,2074201,2074181,2074152,2074132,2074113,2074094,2074075,2074055,2074037,128,4.0
2074201,2074181,2074152,2074132,2074113,2074094,2074075,2074055,2074037,2074015,128,4.0
2074181,2074152,2074132,2074113,2074094,2074075,2074055,2074037,2074015,2073992,128,4.0
2074152,2074132,2074113,2074094,2074075,2074055,2074037,2074015,2073992,2073972,128,4.0
2074132,2074113,2074094,2074075,2074055,2074037,2074015,2073992,2073972,2073957,128,4.0
2074113,2074094,2074075,2074055,2074037,2074015,2073992,2073972,2073957,2073935,128,4.0
2074094,2074075,2074055,2074037,2074015,2073992,2073972,2073957,2073935,2073905,128,4.0
2074075,2074055,2074037,2074015,2073992,2073972,2073957,2073935,2073905,2073885,128,4.0
2074055,2074037,2074015,2073992,2073972,2073957,2073935,2073905,2073885,2073865,128,4.0
2074037,2074015,2073992,2073972,2073957,2073935,2073905,2073885,2073865,2073845,128,4.0
2074015,2073992,2073972,2073957,2073935,2073905,2073885,2073865,2073845,2073825,128,4.0
2073992,2073972,2073957,2073935,2073905,2073885,2073865,2073845,2073825,2073807,128,4.0
2073972,2073957,2073935,2073905,2073885,2073865,2073845,2073825,2073807,2073787,128,4.0
2073957,2073935,2073905,2073885,2073865,2073845,2073825,2073807,2073787,2073765,128,4.0
2073935,2073905,2073885,2073865,2073845,2073825,2073807,2073787,2073765,2073745,128,4.0
2073905,2073885,2073865,2073845,2073825,2073807,2073787,2073765,2073745,2073725,128,4.0
2073885,2073865,2073845,2073825,2073807,2073787,2073765,2073745,2073725,2073707,128,4.0
2073865,2073845,2073825,2073807,2073787,2073765,2073745,2073725,2073707,2073687,128,4.0
2073845,2073825,2073807,2073787,2073765,2073745,2073725,2073707,2073687,2073652,128,4.0
2073825,2073807,2073787,2073765,2073745,2073725,2073707,2073687,2073652,2073635,128,4.0
2073807,2073787,2073765,2073745,2073725,2073707,2073687,2073652,2073635,2073615,128,4.0
2073787,2073765,2073745,2073725,2073707,2073687,2073652,2073635,2073615,2073595,128,4.0
2073765,2073745,2073725,2073707,2073687,2073652,2073635,2073615,2073595,2073577,128,4.0
2073745,2073725,2073707,2073687,2073652,2073635,2073615,2073595,2073577,2073557,128,4.0
2073725,2073707,2073687,2073652,2073635,2073615,2073595,2073577,2073557,2073535,128,4.0
