input_0,input_1,input_2,input_3,input_4,input_5,input_6,input_7,input_8,input_9,output_0,output_1,output_2,output_3,output_4,output_5,output_6,output_7,output_8,output_9,seq_id
2121385,2121368,2121345,2121328,2121308,2121288,2121258,2121238,2121218,2121200,2121385,2121368,2121345,2121328,2121308,2121288,2121258,2121238,2121218,2121200,103
2121368,2121345,2121328,2121308,2121288,2121258,2121238,2121218,2121200,2121180,2121368,2121345,2121328,2121308,2121288,2121258,2121238,2121218,2121200,2121180,103
2121345,2121328,2121308,2121288,2121258,2121238,2121218,2121200,2121180,2121162,2121345,2121328,2121308,2121288,2121258,2121238,2121218,2121200,2121180,2121162,103
2121328,2121308,2121288,2121258,2121238,2121218,2121200,2121180,2121162,2121142,2121328,2121308,2121288,2121258,2121238,2121218,2121200,2121180,2121162,2121142,103
2121308,2121288,2121258,2121238,2121218,2121200,2121180,2121162,2121142,2121124,2121308,2121288,2121258,2121238,2121218,2121200,2121180,2121162,2121142,2121124,103
2121288,2121258,2121238,2121218,2121200,2121180,2121162,2121142,2121124,2121096,2121288,2121258,2121238,2121218,2121200,2121180,2121162,2121142,2121124,2121096,103
2121258,2121238,2121218,2121200,2121180,2121162,2121142,2121124,2121096,2121078,2121258,2121238,2121218,2121200,2121180,2121162,2121142,2121124,2121096,2121078,103
2121238,2121218,2121200,2121180,2121162,2121142,2121124,2121096,2121078,2121060,2121238,2121218,2121200,2121180,2121162,2121142,2121124,2121096,2121078,2121060,103
2121218,2121200,2121180,2121162,2121142,2121124,2121096,2121078,2121060,2121042,2121218,2121200,2121180,2121162,2121142,2121124,2121096,2121078,2121060,2121042,103
2121200,2121180,2121162,2121142,2121124,2121096,2121078,2121060,2121042,2121026,2121200,2121180,2121162,2121142,2121124,2121096,2121078,2121060,2121042,2121026,103
2121180,2121162,2121142,2121124,2121096,2121078,2121060,2121042,2121026,2121006,2121180,2121162,2121142,2121124,2121096,2121078,2121060,2121042,2121026,2121006,103
2121162,2121142,2121124,2121096,2121078,2121060,2121042,2121026,2121006,2120978,2121162,2121142,2121124,2121096,2121078,2121060,2121042,2121026,2121006,2120978,103
2121142,2121124,2121096,2121078,2121060,2121042,2121026,2121006,2120978,2120960,2121142,2121124,2121096,2121078,2121060,2121042,2121026,2121006,2120978,2120960,103
2121124,2121096,2121078,2121060,2121042,2121026,2121006,2120978,2120960,2120942,2121124,2121096,2121078,2121060,2121042,2121026,2121006,2120978,2120960,2120942,103
2121096,2121078,2121060,2121042,2121026,2121006,2120978,2120960,2120942,2120924,2121096,2121078,2121060,2121042,2121026,2121006,2120978,2120960,2120942,2120924,103
2121078,2121060,2121042,2121026,2121006,2120978,2120960,2120942,2120924,2120906,2121078,2121060,2121042,2121026,2121006,2120978,2120960,2120942,2120924,2120906,103
2121060,2121042,2121026,2121006,2120978,2120960,2120942,2120924,2120906,2120888,2121060,2121042,2121026,2121006,2120978,2120960,2120942,2120924,2120906,2120888,103
2121042,2121026,2121006,2120978,2120960,2120942,2120924,2120906,2120888,2120860,2121042,2121026,2121006,2120978,2120960,2120942,2120924,2120906,2120888,2120860,103
2121026,2121006,2120978,2120960,2120942,2120924,2120906,2120888,2120860,2120842,2121026,2121006,2120978,2120960,2120942,2120924,2120906,2120888,2120860,2120842,103
2121006,2120978,2120960,2120942,2120924,2120906,2120888,2120860,2120842,2120824,2121006,2120978,2120960,2120942,2120924,2120906,2120888,2120860,2120842,2120824,103
2120978,2120960,2120942,2120924,2120906,2120888,2120860,2120842,2120824,2120803,2120978,2120960,2120942,2120924,2120906,2120888,2120860,2120842,2120824,2120803,103
2120960,2120942,2120924,2120906,2120888,2120860,2120842,2120824,2120803,2120785,2120960,2120942,2120924,2120906,2120888,2120860,2120842,2120824,2120803,2120785,103
2120942,2120924,2120906,2120888,2120860,2120842,2120824,2120803,2120785,2120770,2120942,2120924,2120906,2120888,2120860,2120842,2120824,2120803,2120785,2120770,103
2120924,2120906,2120888,2120860,2120842,2120824,2120803,2120785,2120770,2120742,2120924,2120906,2120888,2120860,2120842,2120824,2120803,2120785,2120770,2120742,103
2120906,2120888,2120860,2120842,2120824,2120803,2120785,2120770,2120742,2120724,2120906,2120888,2120860,2120842,2120824,2120803,2120785,2120770,2120742,2120724,103
2120888,2120860,2120842,2120824,2120803,2120785,2120770,2120742,2120724,2120706,2120888,2120860,2120842,2120824,2120803,2120785,2120770,2120742,2120724,2120706,103
2120860,2120842,2120824,2120803,2120785,2120770,2120742,2120724,2120706,2120688,2120860,2120842,2120824,2120803,2120785,2120770,2120742,2120724,2120706,2120688,103
2120842,2120824,2120803,2120785,2120770,2120742,2120724,2120706,2120688,2120670,2120842,2120824,2120803,2120785,2120770,2120742,2120724,2120706,2120688,2120670,103
2120824,2120803,2120785,2120770,2120742,2120724,2120706,2120688,2120670,2120652,2120824,2120803,2120785,2120770,2120742,2120724,2120706,2120688,2120670,2120652,103
2120803,2120785,2120770,2120742,2120724,2120706,2120688,2120670,2120652,2120624,2120803,2120785,2120770,2120742,2120724,2120706,2120688,2120670,2120652,2120624,103
2120785,2120770,2120742,2120724,2120706,2120688,2120670,2120652,2120624,2120606,2120785,2120770,2120742,2120724,2120706,2120688,2120670,2120652,2120624,2120606,103
2120770,2120742,2120724,2120706,2120688,2120670,2120652,2120624,2120606,2120588,2120770,2120742,2120724,2120706,2120688,2120670,2120652,2120624,2120606,2120588,103
2120742,2120724,2120706,2120688,2120670,2120652,2120624,2120606,2120588,2120572,2120742,2120724,2120706,2120688,2120670,2120652,2120624,2120606,2120588,2120572,103
2120724,2120706,2120688,2120670,2120652,2120624,2120606,2120588,2120572,2120552,2120724,2120706,2120688,2120670,2120652,2120624,2120606,2120588,2120572,2120552,103
2120706,2120688,2120670,2120652,2120624,2120606,2120588,2120572,2120552,2120534,2120706,2120688,2120670,2120652,2120624,2120606,2120588,2120572,2120552,2120534,103
2120688,2120670,2120652,2120624,2120606,2120588,2120572,2120552,2120534,2120506,2120688,2120670,2120652,2120624,2120606,2120588,2120572,2120552,2120534,2120506,103
2120670,2120652,2120624,2120606,2120588,2120572,2120552,2120534,2120506,2120488,2120670,2120652,2120624,2120606,2120588,2120572,2120552,2120534,2120506,2120488,103
2120652,2120624,2120606,2120588,2120572,2120552,2120534,2120506,2120488,2120470,2120652,2120624,2120606,2120588,2120572,2120552,2120534,2120506,2120488,2120470,103
2120624,2120606,2120588,2120572,2120552,2120534,2120506,2120488,2120470,2120452,2120624,2120606,2120588,2120572,2120552,2120534,2120506,2120488,2120470,2120452,103
2120606,2120588,2120572,2120552,2120534,2120506,2120488,2120470,2120452,2120432,2120606,2120588,2120572,2120552,2120534,2120506,2120488,2120470,2120452,2120432,103
2120588,2120572,2120552,2120534,2120506,2120488,2120470,2120452,2120432,2120411,2120588,2120572,2120552,2120534,2120506,2120488,2120470,2120452,2120432,2120411,103
2120572,2120552,2120534,2120506,2120488,2120470,2120452,2120432,2120411,2120396,2120572,2120552,2120534,2120506,2120488,2120470,2120452,2120432,2120411,2120396,103
2120552,2120534,2120506,2120488,2120470,2120452,2120432,2120411,2120396,2120375,2120552,2120534,2120506,2120488,2120470,2120452,2120432,2120411,2120396,2120375,103
2120534,2120506,2120488,2120470,2120452,2120432,2120411,2120396,2120375,2120352,2120534,2120506,2120488,2120470,2120452,2120432,2120411,2120396,2120375,2120352,103
2120506,2120488,2120470,2120452,2120432,2120411,2120396,2120375,2120352,2120334,2120506,2120488,2120470,2120452,2120432,2120411,2120396,2120375,2120352,2120334,103
2120488,2120470,2120452,2120432,2120411,2120396,2120375,2120352,2120334,2120316,2120488,2120470,2120452,2120432,2120411,2120396,2120375,2120352,2120334,2120316,103
2120470,2120452,2120432,2120411,2120396,2120375,2120352,2120334,2120316,2120298,2120470,2120452,2120432,2120411,2120396,2120375,2120352,2120334,2120316,2120298,103
2120452,2120432,2120411,2120396,2120375,2120352,2120334,2120316,2120298,2120280,2120452,2120432,2120411,2120396,2120375,2120352,2120334,2120316,2120298,2120280,103
2120432,2120411,2120396,2120375,2120352,2120334,2120316,2120298,2120280,2120262,2120432,2120411,2120396,2120375,2120352,2120334,2120316,2120298,2120280,2120262,103
2120411,2120396,2120375,2120352,2120334,2120316,2120298,2120280,2120262,2120234,2120411,2120396,2120375,2120352,2120334,2120316,2120298,2120280,2120262,2120234,103
2120396,2120375,2120352,2120334,2120316,2120298,2120280,2120262,2120234,2120216,2120396,2120375,2120352,2120334,2120316,2120298,2120280,2120262,2120234,2120216,103
2120375,2120352,2120334,2120316,2120298,2120280,2120262,2120234,2120216,2120198,2120375,2120352,2120334,2120316,2120298,2120280,2120262,2120234,2120216,2120198,103
2120352,2120334,2120316,2120298,2120280,2120262,2120234,2120216,2120198,2120180,2120352,2120334,2120316,2120298,2120280,2120262,2120234,2120216,2120198,2120180,103
2120334,2120316,2120298,2120280,2120262,2120234,2120216,2120198,2120180,2120164,2120334,2120316,2120298,2120280,2120262,2120234,2120216,2120198,2120180,2120164,103
2120316,2120298,2120280,2120262,2120234,2120216,2120198,2120180,2120164,2120146,2120316,2120298,2120280,2120262,2120234,2120216,2120198,2120180,2120164,2120146,103
2120298,2120280,2120262,2120234,2120216,2120198,2120180,2120164,2120146,2120116,2120298,2120280,2120262,2120234,2120216,2120198,2120180,2120164,2120146,2120116,103
2120280,2120262,2120234,2120216,2120198,2120180,2120164,2120146,2120116,2120098,2120280,2120262,2120234,2120216,2120198,2120180,2120164,2120146,2120116,2120098,103
2120262,2120234,2120216,2120198,2120180,2120164,2120146,2120116,2120098,2120080,2120262,2120234,2120216,2120198,2120180,2120164,2120146,2120116,2120098,2120080,103
2120234,2120216,2120198,2120180,2120164,2120146,2120116,2120098,2120080,2120062,2120234,2120216,2120198,2120180,2120164,2120146,2120116,2120098,2120080,2120062,103
2120216,2120198,2120180,2120164,2120146,2120116,2120098,2120080,2120062,2120044,2120216,2120198,2120180,2120164,2120146,2120116,2120098,2120080,2120062,2120044,103
2120198,2120180,2120164,2120146,2120116,2120098,2120080,2120062,2120044,2120026,2120198,2120180,2120164,2120146,2120116,2120098,2120080,2120062,2120044,2120026,103
2120180,2120164,2120146,2120116,2120098,2120080,2120062,2120044,2120026,2119998,2120180,2120164,2120146,2120116,2120098,2120080,2120062,2120044,2120026,2119998,103
2120164,2120146,2120116,2120098,2120080,2120062,2120044,2120026,2119998,2119980,2120164,2120146,2120116,2120098,2120080,2120062,2120044,2120026,2119998,2119980,103
2120146,2120116,2120098,2120080,2120062,2120044,2120026,2119998,2119980,2119964,2120146,2120116,2120098,2120080,2120062,2120044,2120026,2119998,2119980,2119964,103
2120116,2120098,2120080,2120062,2120044,2120026,2119998,2119980,2119964,2119946,2120116,2120098,2120080,2120062,2120044,2120026,2119998,2119980,2119964,2119946,103
2120098,2120080,2120062,2120044,2120026,2119998,2119980,2119964,2119946,2119928,2120098,2120080,2120062,2120044,2120026,2119998,2119980,2119964,2119946,2119928,103
2120080,2120062,2120044,2120026,2119998,2119980,2119964,2119946,2119928,2119908,2120080,2120062,2120044,2120026,2119998,2119980,2119964,2119946,2119928,2119908,103
2120062,2120044,2120026,2119998,2119980,2119964,2119946,2119928,2119908,2119880,2120062,2120044,2120026,2119998,2119980,2119964,2119946,2119928,2119908,2119880,103
2120044,2120026,2119998,2119980,2119964,2119946,2119928,2119908,2119880,2119862,2120044,2120026,2119998,2119980,2119964,2119946,2119928,2119908,2119880,2119862,103
2120026,2119998,2119980,2119964,2119946,2119928,2119908,2119880,2119862,2119844,2120026,2119998,2119980,2119964,2119946,2119928,2119908,2119880,2119862,2119844,103
2119998,2119980,2119964,2119946,2119928,2119908,2119880,2119862,2119844,2119828,2119998,2119980,2119964,2119946,2119928,2119908,2119880,2119862,2119844,2119828,103
2119980,2119964,2119946,2119928,2119908,2119880,2119862,2119844,2119828,2119810,2119980,2119964,2119946,2119928,2119908,2119880,2119862,2119844,2119828,2119810,103
2119964,2119946,2119928,2119908,2119880,2119862,2119844,2119828,2119810,2119790,2119964,2119946,2119928,2119908,2119880,2119862,2119844,2119828,2119810,2119790,103
2119946,2119928,2119908,2119880,2119862,2119844,2119828,2119810,2119790,2119762,2119946,2119928,2119908,2119880,2119862,2119844,2119828,2119810,2119790,2119762,103
2119928,2119908,2119880,2119862,2119844,2119828,2119810,2119790,2119762,2119746,2119928,2119908,2119880,2119862,2119844,2119828,2119810,2119790,2119762,2119746,103
2116530,2116510,2116490,2116470,2116450,2116430,2116412,2116390,2116370,2116340,2116530,2116510,2116490,2116470,2116450,2116430,2116412,2116390,2116370,2116340,104
2116510,2116490,2116470,2116450,2116430,2116412,2116390,2116370,2116340,2116317,2116510,2116490,2116470,2116450,2116430,2116412,2116390,2116370,2116340,2116317,104
2116490,2116470,2116450,2116430,2116412,2116390,2116370,2116340,2116317,2116300,2116490,2116470,2116450,2116430,2116412,2116390,2116370,2116340,2116317,2116300,104
2116470,2116450,2116430,2116412,2116390,2116370,2116340,2116317,2116300,2116280,2116470,2116450,2116430,2116412,2116390,2116370,2116340,2116317,2116300,2116280,104
2116450,2116430,2116412,2116390,2116370,2116340,2116317,2116300,2116280,2116260,2116450,2116430,2116412,2116390,2116370,2116340,2116317,2116300,2116280,2116260,104
2116430,2116412,2116390,2116370,2116340,2116317,2116300,2116280,2116260,2116237,2116430,2116412,2116390,2116370,2116340,2116317,2116300,2116280,2116260,2116237,104
2116412,2116390,2116370,2116340,2116317,2116300,2116280,2116260,2116237,2116222,2116412,2116390,2116370,2116340,2116317,2116300,2116280,2116260,2116237,2116222,104
2116390,2116370,2116340,2116317,2116300,2116280,2116260,2116237,2116222,2116200,2116390,2116370,2116340,2116317,2116300,2116280,2116260,2116237,2116222,2116200,104
2116370,2116340,2116317,2116300,2116280,2116260,2116237,2116222,2116200,2116180,2116370,2116340,2116317,2116300,2116280,2116260,2116237,2116222,2116200,2116180,104
2116340,2116317,2116300,2116280,2116260,2116237,2116222,2116200,2116180,2116160,2116340,2116317,2116300,2116280,2116260,2116237,2116222,2116200,2116180,2116160,104
2116317,2116300,2116280,2116260,2116237,2116222,2116200,2116180,2116160,2116140,2116317,2116300,2116280,2116260,2116237,2116222,2116200,2116180,2116160,2116140,104
2116300,2116280,2116260,2116237,2116222,2116200,2116180,2116160,2116140,2116120,2116300,2116280,2116260,2116237,2116222,2116200,2116180,2116160,2116140,2116120,104
2116280,2116260,2116237,2116222,2116200,2116180,2116160,2116140,2116120,2116090,2116280,2116260,2116237,2116222,2116200,2116180,2116160,2116140,2116120,2116090,104
2116260,2116237,2116222,2116200,2116180,2116160,2116140,2116120,2116090,2116070,2116260,2116237,2116222,2116200,2116180,2116160,2116140,2116120,2116090,2116070,104
2116237,2116222,2116200,2116180,2116160,2116140,2116120,2116090,2116070,2116050,2116237,2116222,2116200,2116180,2116160,2116140,2116120,2116090,2116070,2116050,104
2116222,2116200,2116180,2116160,2116140,2116120,2116090,2116070,2116050,2116030,2116222,2116200,2116180,2116160,2116140,2116120,2116090,2116070,2116050,2116030,104
2116200,2116180,2116160,2116140,2116120,2116090,2116070,2116050,2116030,2116010,2116200,2116180,2116160,2116140,2116120,2116090,2116070,2116050,2116030,2116010,104
2116180,2116160,2116140,2116120,2116090,2116070,2116050,2116030,2116010,2115992,2116180,2116160,2116140,2116120,2116090,2116070,2116050,2116030,2116010,2115992,104
2116160,2116140,2116120,2116090,2116070,2116050,2116030,2116010,2115992,2115970,2116160,2116140,2116120,2116090,2116070,2116050,2116030,2116010,2115992,2115970,104
2116140,2116120,2116090,2116070,2116050,2116030,2116010,2115992,2115970,2115950,2116140,2116120,2116090,2116070,2116050,2116030,2116010,2115992,2115970,2115950,104
2116120,2116090,2116070,2116050,2116030,2116010,2115992,2115970,2115950,2115930,2116120,2116090,2116070,2116050,2116030,2116010,2115992,2115970,2115950,2115930,104
2116090,2116070,2116050,2116030,2116010,2115992,2115970,2115950,2115930,2115910,2116090,2116070,2116050,2116030,2116010,2115992,2115970,2115950,2115930,2115910,104
2116070,2116050,2116030,2116010,2115992,2115970,2115950,2115930,2115910,2115890,2116070,2116050,2116030,2116010,2115992,2115970,2115950,2115930,2115910,2115890,104
2116050,2116030,2116010,2115992,2115970,2115950,2115930,2115910,2115890,2115870,2116050,2116030,2116010,2115992,2115970,2115950,2115930,2115910,2115890,2115870,104
2116030,2116010,2115992,2115970,2115950,2115930,2115910,2115890,2115870,2115837,2116030,2116010,2115992,2115970,2115950,2115930,2115910,2115890,2115870,2115837,104
2116010,2115992,2115970,2115950,2115930,2115910,2115890,2115870,2115837,2115820,2116010,2115992,2115970,2115950,2115930,2115910,2115890,2115870,2115837,2115820,104
2115992,2115970,2115950,2115930,2115910,2115890,2115870,2115837,2115820,2115800,2115992,2115970,2115950,2115930,2115910,2115890,2115870,2115837,2115820,2115800,104
2115970,2115950,2115930,2115910,2115890,2115870,2115837,2115820,2115800,2115782,2115970,2115950,2115930,2115910,2115890,2115870,2115837,2115820,2115800,2115782,104
2115950,2115930,2115910,2115890,2115870,2115837,2115820,2115800,2115782,2115760,2115950,2115930,2115910,2115890,2115870,2115837,2115820,2115800,2115782,2115760,104
2115930,2115910,2115890,2115870,2115837,2115820,2115800,2115782,2115760,2115740,2115930,2115910,2115890,2115870,2115837,2115820,2115800,2115782,2115760,2115740,104
2115910,2115890,2115870,2115837,2115820,2115800,2115782,2115760,2115740,2115720,2115910,2115890,2115870,2115837,2115820,2115800,2115782,2115760,2115740,2115720,104
